Investment choice name,Date,Currency,NAV / unit
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-08-28,USD,1.0000
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-08-29,USD,1.0000
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-08-30,USD,1.0000
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-08-31,USD,1.0000
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-01,USD,1.0000
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-04,USD,1.0000
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-05,USD,1.0000
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-06,USD,1.0000
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-07,USD,1.0010
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-08,USD,1.0020
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-11,USD,1.0010
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-12,USD,1.0020
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-13,USD,1.0020
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-14,USD,1.0020
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-15,USD,1.0020
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-18,USD,1.0020
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-19,USD,1.0020
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-20,USD,1.0030
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-21,USD,1.0040
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-22,USD,1.0030
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-25,USD,1.0030
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-26,USD,1.0030
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-27,USD,1.0040
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-28,USD,1.0050
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-09-29,USD,1.0050
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-03,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-04,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-06,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-09,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-10,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-11,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-12,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-13,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-16,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-17,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-18,USD,1.0080
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-19,USD,1.0090
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-20,USD,1.0090
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-23,USD,1.0090
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-24,USD,1.0100
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-25,USD,1.0100
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-26,USD,1.0090
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-27,USD,1.0090
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-30,USD,1.0090
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-10-31,USD,1.0090
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-01,USD,1.0100
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-02,USD,1.0100
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-03,USD,1.0100
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-06,USD,1.0100
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-07,USD,1.0100
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-08,USD,1.0080
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-09,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-10,USD,1.0030
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-13,USD,1.0030
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-14,USD,1.0020
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-15,USD,1.0000
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-16,USD,0.9990
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-17,USD,1.0030
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-20,USD,1.0040
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-21,USD,1.0040
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-22,USD,1.0040
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-23,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-24,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-27,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-28,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-29,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-11-30,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-01,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-04,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-05,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-06,USD,1.0110
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-07,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-08,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-11,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-12,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-13,USD,1.0080
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-14,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-15,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-18,USD,1.0070
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-19,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-20,USD,1.0060
MIL Barings Developed and Emerging Markets High Yield Bond Fund #,2017-12-21,USD,1.0060
